timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-02T11:00:22,codecarbon,138ac49d-0df2-464b-83a4-88c299fbfd40,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0010644590074662,4.567462559978978e-09,4.290876894217985e-06,42.5,0.0,3.0,1.165060770694658e-08,0.0,7.114933396223933e-10,1.2362101046568974e-08,United States,USA,,,,macOS-14.5-arm64-arm-64bit-Mach-O,3.13.7,3.0.5,8,Apple M3,,,-97.822,37.751,8.0,machine,N,1.0
2025-10-02T11:00:30,codecarbon,5a9ff4ca-41b0-4bf4-86b9-dfecfc8314e4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0008613329991931096,3.6757881852847684e-09,4.267557598197468e-06,42.5,0.0,3.0,9.380989548743755e-09,0.0,5.677433364326135e-10,9.948732885176369e-09,United States,USA,,,,macOS-14.5-arm64-arm-64bit-Mach-O,3.13.7,3.0.5,8,Apple M3,,,-97.822,37.751,8.0,machine,N,1.0
